"","ANO_ELEICAO","UF","NUMERO_CANDIDATO","NOME_URNA_CANDIDATO","NUMERO_PARTIDO","DESC_SIT_TOT_TURNO","G_Index","V2","Cand_Name_Numb","MoranI","Above_avg_G","Above_avg_I","Quadrant"
"22456",2014,"SP",1133,"ALINE CORRÊA",11,"NÃO ELEITO",0.00571692991107257,983,"ALINE CORRÊA - 1133",0.00138124012515585,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22457",2014,"SP",1144,"GUILHERME RIBEIRO",11,"SUPLENTE",0.00920234829272311,41527,"GUILHERME RIBEIRO - 1144",0.13479131060847,FALSE,TRUE,"Deconcentrated and Contiguous"
"22458",2014,"SP",1155,"MISSIONÁRIO JOSÉ OLÍMPIO",11,"ELEITO POR QP",0.00317786971269384,154597,"MISSIONÁRIO JOSÉ OLÍMPIO - 1155",0.145580776913409,FALSE,TRUE,"Deconcentrated and Contiguous"
"22459",2014,"SP",1166,"MARCELO MARIANO",11,"SUPLENTE",0.551805975585856,3050,"MARCELO MARIANO - 1166",0.493541144136637,TRUE,TRUE,"Concentrated and Contiguous"
"22460",2014,"SP",1170,"DELEGADA GRACIELA",11,"SUPLENTE",0.649783313071685,59435,"DELEGADA GRACIELA - 1170",0.687077474352359,TRUE,TRUE,"Concentrated and Contiguous"
"22461",2014,"SP",1177,"RODRIGO OLIVEIRA GUERRA",11,"SUPLENTE",0.268789711437313,8316,"RODRIGO OLIVEIRA GUERRA - 1177",0.0687060097071013,TRUE,FALSE,"Concentrated and Discontiguous"
"22462",2014,"SP",1178,"MARIO YAMASHITA",11,"SUPLENTE",0.0668345805841865,604,"MARIO YAMASHITA - 1178",0.133019795399835,FALSE,TRUE,"Deconcentrated and Contiguous"
"22463",2014,"SP",1188,"MARGARETH GALVÃO",11,"SUPLENTE",0.153397569914125,458,"MARGARETH GALVÃO - 1188",0.0010069868142855,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22464",2014,"SP",1199,"RODRIGO SIMÕES",11,"SUPLENTE",0.794042732836649,5626,"RODRIGO SIMÕES - 1199",0.267529179639276,TRUE,TRUE,"Concentrated and Contiguous"
"22465",2014,"SP",1200,"MAJOR OLIMPIO GOMES",12,"ELEITO POR QP",0.00655427598374968,179196,"MAJOR OLIMPIO GOMES - 1200",0.219176333498512,FALSE,TRUE,"Deconcentrated and Contiguous"
"22466",2014,"SP",1201,"NALIENE MOURA",12,"SUPLENTE",0.32446170105718,856,"NALIENE MOURA - 1201",0.0889923996698082,TRUE,FALSE,"Concentrated and Discontiguous"
"22467",2014,"SP",1202,"PROF ALEXANDRE PORFIRIO",12,"SUPLENTE",0.323490142433775,598,"PROF ALEXANDRE PORFIRIO - 1202",0.020526420144211,TRUE,FALSE,"Concentrated and Discontiguous"
"22468",2014,"SP",1203,"IRACY NENE",12,"SUPLENTE",0.0374853914829209,81,"IRACY NENE - 1203",0.00345344194127276,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22469",2014,"SP",1207,"JUNIOR PIMENTA",12,"SUPLENTE",0.664786119503096,1722,"JUNIOR PIMENTA - 1207",0.0172674934709149,TRUE,FALSE,"Concentrated and Discontiguous"
"22470",2014,"SP",1209,"FRANCO",12,"SUPLENTE",0.0442547796269459,120,"FRANCO - 1209",-0.00786669755446863,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22471",2014,"SP",1210,"MARIA GILDEA",12,"SUPLENTE",0.0150066557799881,380,"MARIA GILDEA - 1210",0.0379954863077349,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22472",2014,"SP",1211,"TETE BORSARI",12,"SUPLENTE",0.720064808557189,6906,"TETE BORSARI - 1211",0.21003865931763,TRUE,TRUE,"Concentrated and Contiguous"
"22473",2014,"SP",1212,"DR. MACHADO",12,"SUPLENTE",0.0257918406752653,4307,"DR. MACHADO - 1212",0.0298139510953606,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22474",2014,"SP",1213,"FABIANO MARIANO",12,"SUPLENTE",0.714857317287736,16928,"FABIANO MARIANO - 1213",0.238296005842763,TRUE,TRUE,"Concentrated and Contiguous"
"22475",2014,"SP",1215,"DR. ANDERSON GIANETTI",12,"SUPLENTE",0.547370476782011,1891,"DR. ANDERSON GIANETTI - 1215",0.193008026828054,TRUE,TRUE,"Concentrated and Contiguous"
"22476",2014,"SP",1217,"EROSTINA TOMAZ",12,"SUPLENTE",0.172617898865283,86,"EROSTINA TOMAZ - 1217",-0.0002395484963317,TRUE,FALSE,"Concentrated and Discontiguous"
"22477",2014,"SP",1218,"NOVAES",12,"SUPLENTE",0.0139968576211936,285,"NOVAES - 1218",-0.00954246132849229,FALSE,FALSE,"Deconcentrated and Discontiguous"
"22478",2014,"SP",1220,"WILLIAM AFFONSO",12,"SUPLENTE",0.367071791979012,5048,"WILLIAM AFFONSO - 1220",0.471782657773,TRUE,TRUE,"Concentrated and Contiguous"
"22479",2014,"SP",1221,"ABDO MAZLOUM",12,"SUPLENTE",0.243300576999114,12360,"ABDO MAZLOUM - 1221",0.192221539752255,TRUE,TRUE,"Concentrated and Contiguous"
"22480",2014,"SP",1222,"DR. PEDRO SERAFIM",12,"SUPLENTE",0.490049867791997,42739,"DR. PEDRO SERAFIM - 1222",0.44916117339876,TRUE,TRUE,"Concentrated and Contiguous"
"22481",2014,"SP",1223,"ISMAEL NICÁCIO",12,"NÃO ELEITO",0.0204233514095802,797,"ISMAEL NICÁCIO - 1223",0.154166804236208,FALSE,TRUE,"Deconcentrated and Contiguous"
"22482",2014,"SP",1226,"PR ROSANGELA",12,"SUPLENTE",0.612893034890161,925,"PR ROSANGELA - 1226",0.0322614571643138,TRUE,FALSE,"Concentrated and Discontiguous"
